x,y
-15445,19195
-15437,19189
-15419,19179
-15372,19162
-15321,19162
-15293,19167
-15274,19174
-15261,19182
-15249,19192
-15242,19201
-15235,19212
-15232,19220
-15230,19233
-15230,19244
-15232,19257
-15236,19269
-15245,19284
-15257,19298
-15278,19315
-15307,19332
-15381,19359
-15479,19376
-15503,19376
-15518,19373
-15525,19370
-15535,19364
-15540,19360
-15544,19356
-15547,19352
-15549,19345
-15550,19341
-15550,19334
-15549,19327
-15546,19318
-15541,19309
-15535,19301
-15523,19291
-15507,19282
-15474,19270
-15432,19270
-15399,19276
-15381,19283
-15367,19291
-15356,19300
-15347,19310
-15340,19322
-15337,19331
-15335,19342
-15335,19352
-15337,19364
-15341,19374
-15347,19385
-15357,19397
-15374,19411
-15404,19428
-15473,19453
-15587,19473
-15617,19473
-15633,19470
-15649,19464
-15659,19458
-15665,19453
-15668,19449
-15671,19444
-15674,19436
-15675,19429
-15675,19421
-15674,19415
-15672,19408
-15667,19399
-15656,19385
-15642,19374
-15624,19363
-15596,19353
-15561,19353
-15539,19357
-15523,19363
-15508,19372
-15496,19382
-15488,19392
-15482,19402
-15478,19412
-15476,19422
-15476,19430
-15478,19441
-15482,19452
-15488,19462
-15498,19474
-15513,19486
-15538,19501
-15605,19525
-15733,19548
-15762,19548
-15784,19544
-15799,19539
-15811,19532
-15819,19525
-15824,19519
-15830,19509
-15833,19501
-15835,19489
-15835,19479
-15834,19471
-15830,19461
-15825,19452
-15818,19444
-15807,19435
-15791,19426
-15775,19420
-15713,19420
-15695,19423
-15679,19429
-15667,19436
-15658,19444
-15650,19453
-15643,19464
-15639,19474
-15637,19484
-15637,19497
-15639,19508
-15642,19515
-15648,19525
-15658,19537
-15675,19551
-15701,19566
-15766,19590
-15902,19614
-15940,19614
-15960,19610
-15976,19604
-15988,19597
-15995,19591
-16001,19584
-16005,19578
-16008,19570
-16009,19563
-16009,19556
-16008,19549
-16005,19540
-16001,19533
-15995,19525
-15990,19521
-15970,19510
-15915,19490
-15856,19490
-15838,19493
-15822,19499
-15813,19504
-15805,19511
-15799,19518
-15796,19523
-15794,19530
-15793,19538
-15793,19550
-15795,19560
-15799,19572
-15807,19585
-15818,19598
-15833,19610
-15863,19627
-15931,19652
-16064,19676
-16104,19676
-16129,19672
-16141,19668
-16150,19663
-16152,19661
-16155,19657
-16158,19652
-16160,19646
-16161,19642
-16161,19634
-16159,19624
-16156,19616
-16152,19608
-16146,19600
-16134,19590
-16115,19579
-16063,19560
-16004,19560
-15964,19567
-15929,19580
-15917,19587
-15910,19593
-15907,19596
-15904,19601
-15901,19610
-15899,19622
-15899,19632
-15901,19641
-15904,19649
-15911,19662
-15922,19675
-15942,19692
-15971,19709
-16045,19736
-16178,19759
-16190,19759
-16201,19757
-16213,19752
-16225,19745
-16231,19740
-16238,19732
-16242,19725
-16244,19720
-16245,19712
-16245,19705
-16244,19698
-16241,19689
-16237,19682
-16229,19673
-16217,19663
-16196,19651
-16142,19631
-16078,19631
-16041,19638
-16011,19649
-15982,19666
-15958,19686
-15933,19716
-15902,19770
-15864,19874
-15863,19882
-15863,19893
-15865,19903
-15869,19915
-15876,19927
-15885,19938
-15902,19952
-15931,19969
-16013,19999
-16116,20017
-16138,20017
-16147,20015
-16158,20011
-16165,20007
-16171,20002
-16175,19998
-16179,19991
-16180,19988
-16181,19983
-16181,19978
-16180,19973
-16178,19968
-16174,19961
-16168,19954
-16160,19947
-16142,19936
-16098,19920
-16027,19920
-15986,19927
-15958,19937
-15938,19948
-15916,19966
-15899,19987
-15886,20009
-15868,20059
-15849,20168
-15849,20214
-15853,20239
-15859,20256
-15867,20269
-15879,20283
-15899,20300
-15942,20325
-16033,20358
-16064,20364
-16081,20364
-16090,20362
-16098,20359
-16105,20355
-16110,20351
-16113,20348
-16116,20343
-16117,20341
-16118,20336
-16118,20329
-16117,20325
-16115,20320
-16111,20313
-16103,20304
-16093,20296
-16079,20288
-16047,20276
-15986,20276
-15945,20283
-15920,20292
-15899,20304
-15885,20316
-15872,20331
-15862,20349
-15853,20374
-15849,20397
-15849,20487
-15858,20538
-15871,20573
-15886,20599
-15903,20619
-15923,20635
-15954,20653
-16039,20684
-16079,20691
-16095,20691
-16105,20689
-16113,20686
-16120,20682
-16124,20678
-16129,20672
-16131,20668
-16133,20663
-16134,20657
-16134,20649
-16133,20643
-16130,20635
-16127,20630
-16123,20625
-16115,20618
-16104,20612
-15989,20570
-15927,20570
-15889,20577
-15860,20587
-15840,20599
-15825,20611
-15815,20623
-15807,20638
-15802,20653
-15799,20667
-15799,20697
-15803,20722
-15823,20776
-15847,20817
-15871,20845
-15899,20868
-15929,20886
-16013,20916
-16066,20925
-16089,20925
-16103,20923
-16114,20919
-16122,20914
-16126,20910
-16129,20907
-16132,20902
-16134,20896
-16135,20890
-16135,20884
-16134,20878
-16132,20872
-16128,20866
-16122,20858
-16112,20849
-16099,20842
-15978,20798
-15783,20798
-15728,20808
-15692,20821
-15669,20834
-15652,20848
-15639,20863
-15631,20877
-15625,20895
-15622,20910
-15622,20926
-15625,20943
-15631,20959
-15642,20978
-15664,21004
-15707,21040
-15746,21062
-15788,21077
-15870,21091
-15934,21091
-15961,21086
-15973,21082
-15982,21077
-15988,21072
-15993,21066
-15996,21061
-15998,21056
-15999,21049
-15999,21042
-15998,21037
-15996,21032
-15993,21026
-15988,21020
-15982,21015
-15972,21009
-15909,20986
-15710,20951
-15522,20951
-15481,20958
-15449,20970
-15427,20983
-15410,20997
-15397,21013
-15389,21027
-15383,21044
-15380,21062
-15380,21080
-15383,21098
-15391,21119
-15403,21139
-15423,21163
-15468,21201
-15514,21228
-15613,21264
-15662,21273
-15676,21273
-15684,21272
-15690,21270
-15693,21268
-15696,21266
-15697,21264
-15699,21261
-15699,21260
-15699,21257
-15699,21256
-15699,21254
-15698,21252
-15695,21246
-15666,21211
-15629,21180
-15581,21152
-15480,21115
-15301,21115
-15260,21122
-15233,21132
-15213,21144
-15198,21157
-15186,21172
-15176,21190
-15170,21205
-15167,21222
-15167,21242
-15170,21261
-15177,21280
-15187,21297
-15205,21319
-15233,21343
-15289,21375
-15390,21412
-15444,21422
-15458,21422
-15464,21421
-15472,21418
-15478,21415
-15485,21409
-15492,21401
-15498,21391
-15515,21344
-15522,21302
-15522,21264
-15515,21225
-15502,21189
-15483,21156
-15456,21124
-15421,21095
-15379,21071
-15211,21010
-15043,21010
-15011,21016
-14990,21024
-14974,21033
-14961,21044
-14951,21056
-14943,21070
-14937,21086
-14934,21103
-14934,21119
-14937,21139
-14945,21161
-14958,21184
-14980,21211
-15038,21260
-15130,21313
-15193,21336
-15209,21339
-15224,21339
-15241,21336
-15257,21330
-15360,21270
-15409,21229
-15442,21189
-15463,21153
-15476,21117
-15482,21085
-15482,21052
-15476,21020
-15463,20985
-15445,20953
-15420,20923
-15372,20883
-15226,20798
-15065,20798
-15038,20803
-15017,20811
-15001,20820
-14985,20833
-14972,20849
-14963,20865
-14957,20882
-14954,20900
-14954,20921
-14958,20945
-14969,20974
-14989,21009
-15041,21071
-15131,21147
-15153,21160
-15174,21168
-15198,21172
-15338,21172
-15408,21160
-15458,21142
-15494,21121
-15524,21096
-15543,21074
-15557,21049
-15566,21023
-15570,20999
-15570,20972
-15565,20942
-15555,20914
-15529,20869
-15426,20746
-15271,20746
-15240,20751
-15214,20761
-15192,20774
-15174,20789
-15158,20808
-15146,20829
-15137,20854
-15132,20884
-15132,20919
-15140,20962
-15160,21016
-15205,21093
-15222,21114
-15243,21131
-15267,21145
-15316,21163
-15488,21193
-15619,21193
-15668,21184
-15702,21172
-15731,21156
-15746,21143
-15760,21126
-15769,21110
-15775,21093
-15778,21076
-15778,21059
-15775,21041
-15768,21021
-15756,21000
-15727,20966
-15702,20966
-15540,20994
-15387,21050
-15354,21069
-15324,21094
-15303,21119
-15286,21149
-15274,21183
-15268,21220
-15268,21263
-15276,21309
-15296,21365
-15310,21390
-15327,21410
-15347,21427
-15374,21443
-15418,21459
-15508,21475
-15658,21475
-15719,21464
-15747,21454
-15770,21440
-15786,21427
-15796,21415
-15802,21405
-15806,21395
-15808,21383
-15808,21371
-15806,21359
-15802,21348
-15795,21336
-15786,21325
-15770,21311
-15755,21311
-15728,21316
-15670,21337
-15630,21360
-15594,21390
-15567,21422
-15546,21459
-15532,21497
-15524,21542
-15524,21591
-15534,21646
-15541,21667
-15551,21684
-15566,21701
-15588,21720
-15618,21738
-15669,21757
-15854,21790
-15988,21790
-16032,21782
-16056,21773
-16070,21765
-16084,21753
-16094,21741
-16100,21730
-16103,21723
-16105,21711
-16105,21702
-16104,21697
-16101,21688
-16096,21680
-16090,21673
-16080,21665
-16063,21665
-16042,21669
-15974,21694
-15927,21721
-15891,21751
-15860,21788
-15835,21832
-15817,21881
-15808,21933
-15808,21954
-15811,21972
-15818,21991
-15829,22010
-15846,22031
-15871,22052
-15903,22071
-15955,22090
-16131,22121
-16251,22121
-16286,22115
-16302,22109
-16315,22102
-16323,22095
-16331,22086
-16337,22076
-16341,22064
-16343,22055
-16343,22041
-16341,22032
-16337,22021
-16330,22009
-16324,22002
-16315,21994
-16293,21994
-16268,21998
-16218,22016
-16161,22049
-16116,22087
-16080,22130
-16052,22178
-16045,22198
-16041,22220
-16041,22235
-16044,22254
-16049,22269
-16059,22287
-16073,22303
-16091,22318
-16116,22332
-16154,22346
-16207,22355
-16370,22355
-16480,22336
-16510,22325
-16530,22313
-16542,22303
-16552,22291
-16559,22279
-16562,22270
-16563,22263
-16563,22253
-16561,22244
-16557,22234
-16553,22227
-16547,22220
-16538,22212
-16523,22203
-16505,22203
-16476,22208
-16428,22225
-16362,22263
-16312,22305
-16295,22326
-16283,22346
-16275,22368
-16272,22384
-16272,22404
-16275,22420
-16281,22437
-16290,22453
-16304,22470
-16321,22484
-16346,22498
-16380,22510
-16435,22520
-16593,22520
-16693,22502
-16770,22474
-16790,22463
-16802,22453
-16811,22442
-16816,22433
-16819,22424
-16820,22416
-16820,22407
-16818,22398
-16814,22388
-16810,22381
-16803,22373
-16795,22366
-16784,22360
-16766,22360
-16741,22364
-16695,22381
-16627,22420
-16600,22443
-16581,22466
-16570,22484
-16563,22504
-16559,22526
-16559,22547
-16562,22564
-16568,22582
-16578,22599
-16591,22615
-16610,22631
-16637,22646
-16672,22659
-16729,22669
-16878,22669
-16971,22653
-17038,22628
-17059,22616
-17070,22607
-17077,22599
-17083,22588
-17086,22580
-17087,22573
-17087,22565
-17086,22557
-17083,22550
-17080,22545
-17072,22536
-17064,22529
-17053,22522
-17037,22522
-17018,22525
-16978,22540
-16899,22586
-16869,22611
-16850,22634
-16837,22656
-16830,22676
-16827,22695
-16827,22715
-16830,22733
-16836,22749
-16845,22765
-16860,22783
-16878,22798
-16904,22813
-16942,22827
-17035,22843
-17175,22843
-17248,22830
-17303,22810
-17344,22786
-17392,22746
-17398,22739
-17403,22730
-17406,22721
-17408,22712
-17408,22704
-17407,22697
-17404,22689
-17402,22685
-17398,22680
-17395,22677
-17387,22672
-17374,22672
-17363,22674
-17334,22685
-17281,22715
-17250,22741
-17229,22766
-17216,22788
-17208,22809
-17204,22832
-17204,22855
-17208,22876
-17216,22897
-17227,22916
-17242,22934
-17263,22952
-17292,22969
-17334,22984
-17484,23010
-17619,23010
-17680,22999
-17726,22982
-17761,22962
-17795,22934
-17839,22882
-17856,22853
-17867,22824
-17869,22815
-17869,22807
-17868,22801
-17866,22795
-17862,22789
-17857,22784
-17850,22778
-17837,22778
-17821,22781
-17797,22790
-17688,22853
-17643,22891
-17616,22923
-17601,22948
-17593,22969
-17589,22992
-17589,23014
-17592,23033
-17600,23055
-17611,23075
-17626,23093
-17644,23108
-17669,23122
-17700,23133
-17768,23145
-17897,23145
-18021,23123
-18069,23105
-18106,23084
-18131,23063
-18153,23037
-18171,23005
-18199,22927
-18215,22835
-18215,22809
-18210,22782
-18199,22753
-18181,22721
-18169,22707
-18157,22697
-18147,22691
-18136,22687
-18114,22687
-18094,22691
-18065,22701
-17948,22769
-17902,22807
-17878,22836
-17862,22864
-17852,22893
-17848,22915
-17848,22935
-17851,22954
-17857,22970
-17869,22990
-17885,23009
-17906,23027
-17933,23043
-17984,23062
-18049,23073
-18146,23073
-18265,23052
-18301,23039
-18327,23024
-18348,23006
-18365,22985
-18377,22964
-18384,22943
-18394,22885
-18394,22849
-18389,22822
-18380,22797
-18362,22765
-18331,22729
-18274,22681
-18256,22670
-18229,22670
-18202,22675
-18175,22685
-18052,22756
-18001,22799
-17972,22834
-17954,22865
-17944,22893
-17939,22920
-17939,22945
-17943,22967
-17952,22990
-17963,23009
-17981,23030
-18005,23050
-18046,23074
-18099,23093
-18193,23110
-18239,23110
-18270,23105
-18290,23098
-18307,23088
-18321,23076
-18329,23066
-18337,23052
-18343,23036
-18357,22955
-18357,22903
-18351,22867
-18341,22839
-18328,22817
-18306,22791
-18268,22759
-18151,22692
-18116,22692
-18082,22698
-18047,22711
-17915,22787
-17856,22837
-17822,22877
-17800,22915
-17788,22947
-17783,22977
-17783,23007
-17788,23033
-17797,23059
-17811,23083
-17831,23107
-17866,23136
-17911,23162
-17975,23185
-18137,23214
-18230,23214
-18250,23210
-18264,23205
-18278,23197
-18287,23189
-18293,23182
-18297,23175
-18300,23166
-18302,23156
-18302,23145
-18300,23135
-18297,23126
-18293,23119
-18273,23095
-18252,23077
-18228,23063
-18162,23039
-18120,23039
-18074,23047
-17924,23102
-17871,23133
-17838,23160
-17814,23189
-17799,23216
-17790,23242
-17785,23269
-17785,23294
-17789,23319
-17799,23346
-17819,23380
-17847,23414
-17884,23445
-17947,23481
-18079,23529
-18162,23544
-18178,23544
-18190,23542
-18199,23539
-18208,23534
-18214,23529
-18218,23524
-18221,23519
-18223,23513
-18224,23509
-18224,23501
-18222,23489
-18219,23480
-18213,23469
-18204,23458
-18176,23434
-18135,23411
-18081,23411
-18026,23421
-17940,23452
-17897,23477
-17870,23500
-17851,23523
-17838,23546
-17830,23569
-17826,23592
-17826,23616
-17832,23648
-17843,23677
-17862,23709
-17884,23735
-17915,23761
-17978,23798
-18098,23842
-18166,23854
-18186,23854
-18196,23852
-18204,23849
-18213,23844
-18219,23839
-18221,23836
-18226,23828
-18228,23822
-18229,23815
-18229,23809
-18228,23801
-18225,23792
-18221,23784
-18214,23775
-18198,23761
-18157,23737
-18091,23737
-18014,23751
-17965,23769
-17936,23786
-17916,23803
-17901,23821
-17890,23840
-17882,23861
-17878,23885
-17878,23911
-17883,23941
-17891,23963
-17903,23984
-17920,24004
-17945,24025
-18003,24058
-18131,24105
-18193,24116
-18265,24116
-18287,24112
-18302,24107
-18313,24101
-18319,24096
-18324,24090
-18328,24084
-18331,24075
-18332,24068
-18332,24059
-18330,24049
-18327,24041
-18321,24031
-18312,24020
-18295,24005
-18246,23977
-18167,23977
-18043,23999
-18005,24013
-17980,24027
-17961,24043
-17945,24062
-17932,24084
-17924,24106
-17920,24128
-17920,24147
-17923,24163
-17929,24179
-17940,24197
-17957,24217
-17984,24239
-18046,24275
-18162,24317
-18206,24325
-18262,24325
-18337,24312
-18442,24274
-18455,24267
-18466,24258
-18473,24250
-18478,24242
-18481,24233
-18483,24222
-18483,24211
-18481,24198
-18477,24186
-18470,24174
-18459,24161
-18443,24148
-18402,24124
-18316,24124
-18186,24147
-18145,24162
-18116,24179
-18089,24202
-18069,24226
-18056,24248
-18050,24266
-18047,24283
-18047,24305
-18051,24325
-18059,24347
-18072,24370
-18093,24395
-18130,24426
-18230,24484
-18259,24494
-18297,24501
-18347,24501
-18409,24490
-18498,24458
-18522,24444
-18531,24437
-18538,24429
-18542,24422
-18544,24415
-18545,24408
-18545,24398
-18544,24392
-18541,24385
-18537,24379
-18530,24371
-18522,24364
-18505,24354
-18489,24354
-18388,24372
-18252,24421
-18207,24447
-18172,24476
-18151,24501
-18139,24523
-18131,24544
-18127,24566
-18127,24591
-18132,24618
-18141,24644
-18156,24671
-18177,24696
-18213,24726
-18228,24735
-18246,24742
-18267,24746
-18291,24746
-18321,24741
-18364,24725
-18424,24690
-18514,24614
-18557,24563
-18568,24543
-18575,24525
-18578,24511
-18578,24495
-18575,24480
-18571,24468
-18567,24461
-18559,24451
-18550,24443
-18541,24438
-18531,24434
-18515,24434
-18499,24437
-18480,24444
-18422,24477
-18377,24515
-18351,24546
-18333,24578
-18321,24611
-18315,24644
-18315,24677
-18321,24713
-18327,24728
-18335,24741
-18344,24752
-18354,24760
-18367,24767
-18384,24773
-18403,24776
-18425,24776
-18451,24771
-18487,24758
-18533,24732
-18613,24665
-18630,24645
-18639,24629
-18642,24620
-18644,24609
-18644,24599
-18642,24589
-18640,24583
-18635,24575
-18630,24569
-18621,24561
-18609,24554
-18599,24554
-18584,24557
-18568,24563
-18540,24579
-18475,24633
-18427,24690
-18401,24736
-18385,24781
-18378,24822
-18378,24845
-18381,24865
-18388,24883
-18395,24896
-18405,24908
-18415,24916
-18427,24923
-18443,24929
-18460,24932
-18479,24932
-18497,24929
-18520,24921
-18550,24903
-18584,24875
-18641,24807
-18659,24775
-18667,24753
-18670,24735
-18670,24717
-18668,24705
-18663,24692
-18657,24682
-18652,24676
-18644,24669
-18635,24664
-18625,24660
-18616,24660
-18599,24663
-18581,24670
-18560,24682
-18482,24748
-18429,24811
-18398,24864
-18378,24918
-18372,24953
-18372,24977
-18375,24995
-18380,25010
-18387,25022
-18397,25033
-18408,25042
-18419,25048
-18435,25054
-18450,25057
-18469,25057
-18491,25053
-18516,25044
-18540,25030
-18575,25001
-18625,24942
-18647,24904
-18655,24881
-18658,24864
-18658,24852
-18656,24841
-18652,24829
-18648,24822
-18642,24815
-18635,24809
-18627,24804
-18618,24801
-18611,24801
-18600,24803
-18584,24809
-18568,24818
-18545,24837
-18479,24915
-18442,24979
-18418,25045
-18412,25079
-18412,25105
-18416,25128
-18423,25148
-18430,25161
-18442,25175
-18456,25186
-18470,25194
-18486,25200
-18501,25203
-18519,25203
-18536,25200
-18557,25192
-18584,25176
-18614,25151
-18662,25094
-18681,25061
-18687,25044
-18689,25031
-18689,25018
-18688,25010
-18685,25002
-18680,24993
-18675,24987
-18668,24981
-18658,24975
-18648,24971
-18634,24971
-18623,24973
-18610,24978
-18593,24988
-18570,25007
-18493,25098
-18447,25178
-18426,25236
-18419,25275
-18419,25306
-18423,25331
-18430,25351
-18439,25366
-18451,25380
-18460,25387
-18473,25394
-18485,25399
-18498,25401
-18514,25401
-18535,25397
-18557,25389
-18580,25376
-18611,25350
-18710,25233
-18722,25213
-18728,25196
-18730,25185
-18730,25176
-18728,25167
-18725,25160
-18722,25155
-18716,25147
-18712,25143
-18705,25139
-18691,25139
-18679,25141
-18667,25145
-18650,25155
-18631,25171
-18544,25275
-18491,25367
-18470,25423
-18463,25463
-18463,25492
-18467,25517
-18472,25532
-18481,25547
-18490,25558
-18497,25564
-18508,25570
-18520,25574
-18534,25576
-18547,25576
-18562,25573
-18577,25567
-18597,25556
-18623,25534
-18709,25431
-18800,25273
-18810,25245
-18813,25226
-18813,25212
-18811,25200
-18808,25191
-18803,25182
-18796,25174
-18788,25167
-18781,25163
-18771,25159
-18763,25159
-18754,25161
-18746,25164
-18733,25172
-18719,25183
-18700,25205
-18636,25315
-18608,25391
-18599,25444
-18599,25476
-18604,25503
-18611,25523
-18621,25540
-18633,25555
-18645,25565
-18659,25573
-18674,25579
-18691,25582
-18711,25582
-18731,25578
-18754,25570
-18780,25555
-18862,25486
-18944,25389
-19031,25238
-19062,25154
-19065,25140
-19065,25128
-19063,25119
-19061,25114
-19057,25107
-19052,25102
-19049,25099
-19041,25095
-19038,25094
-19029,25094
-19018,25096
-19006,25100
-18995,25106
-18979,25119
-18955,25147
-18883,25273
-18854,25353
-18846,25401
-18846,25431
-18850,25454
-18857,25473
-18866,25489
-18877,25502
-18889,25512
-18904,25521
-18919,25527
-18934,25530
-18952,25530
-18971,25527
-18993,25519
-19079,25470
-19151,25410
-19223,25324
-19301,25189
-19330,25109
-19344,25032
-19344,24956
-19329,24870
-19325,24859
-19319,24848
-19312,24840
-19303,24833
-19295,24828
-19281,24828
-19268,24830
-19253,24836
-19238,24845
-19219,24861
-19197,24887
-19118,25023
-19089,25102
-19081,25146
-19081,25177
-19085,25201
-19090,25215
-19098,25229
-19108,25241
-19122,25252
-19137,25261
-19152,25266
-19168,25269
-19302,25269
-19416,25249
-19493,25221
-19571,25176
-19648,25111
-19738,25004
-19769,24950
-19793,24884
-19805,24817
-19805,24743
-19792,24666
-19758,24574
-19672,24425
-19565,24298
-19443,24196
-19315,24196
-19285,24201
-19264,24209
-19247,24219
-19229,24234
-19206,24262
-19122,24407
-19089,24498
-19081,24541
-19081,24572
-19085,24597
-19092,24615
-19100,24629
-19110,24641
-19123,24652
-19141,24663
-19167,24672
-19231,24683
-19403,24683
-19532,24660
-19621,24628
-19680,24594
-19742,24542
-19804,24469
-19870,24355
-19937,24171
-19947,24115
-19947,24046
-19936,23983
-19914,23923
-19878,23861
-19822,23795
-19686,23681
-19544,23599
-19488,23599
-19452,23605
-19423,23616
-19398,23631
-19364,23659
-19253,23791
-19207,23871
-19192,23912
-19188,23937
-19188,23963
-19191,23979
-19198,23997
-19211,24019
-19226,24037
-19253,24059
-19297,24085
-19450,24141
-19569,24162
-19692,24162
-19762,24150
-19823,24128
-19887,24091
-19953,24036
-20032,23941
-20116,23796
-20133,23749
-20144,23689
-20144,23634
-20133,23572
-20108,23502
-20061,23420
-19949,23287
-19820,23179
-19725,23179
-19678,23187
-19640,23201
-19609,23219
-19570,23252
-19456,23388
-19423,23446
-19412,23477
-19407,23504
-19407,23529
-19411,23554
-19419,23577
-19433,23602
-19455,23628
-19492,23659
-19554,23695
-19665,23735
-19770,23753
-19827,23753
-19886,23743
-19953,23719
-20019,23681
-20105,23609
-20209,23486
-20238,23436
-20253,23394
-20263,23339
-20263,23279
-20251,23213
-20224,23139
-20133,22982
-20021,22848
-19829,22848
-19635,22882
-19540,22916
-19481,22950
-19430,22993
-19361,23076
-19279,23219
-19264,23262
-19257,23303
-19257,23347
-19264,23387
-19279,23427
-19303,23469
-19338,23511
-19392,23556
-19488,23612
-19618,23659
-19714,23676
-19812,23676
-19843,23671
-19873,23660
-19904,23642
-19933,23618
-19963,23583
-19993,23531
-20043,23395
-20075,23213
-20075,23065
-20064,23000
-20047,22952
-20027,22917
-19988,22871
-19929,22821
-19734,22821
-19596,22845
-19500,22880
-19433,22919
-19362,22979
-19324,23025
-19296,23074
-19277,23126
-19267,23182
-19267,23241
-19278,23303
-19304,23376
-19374,23497
-19463,23603
-19483,23620
-19505,23633
-19528,23641
-19554,23646
-19580,23646
-19610,23641
-19635,23632
-19667,23614
-19713,23576
-19795,23478
-19884,23325
-19933,23189
-19960,23038
-19960,22979
-19952,22932
-19937,22892
-19918,22859
-19878,22811
-19839,22811
-19801,22818
-19673,22865
-19583,22917
-19512,22976
-19462,23035
-19426,23097
-19401,23166
-19388,23242
-19388,23321
-19404,23411
-19415,23441
-19431,23468
-19449,23489
-19468,23505
-19491,23518
-19511,23525
-19535,23529
-19557,23529
-19582,23525
-19608,23515
-19645,23494
-19686,23460
-19757,23376
-19850,23215
-19907,23057
-19932,22913
-19932,22794
-19907,22651
-19891,22608
-19867,22566
-19840,22533
-19810,22508
-19697,22508
-19657,22515
-19615,22530
-19574,22554
-19468,22643
-19391,22735
-19332,22837
-19286,22965
-19269,23060
-19269,23159
-19286,23258
-19322,23358
-19344,23397
-19367,23425
-19388,23443
-19411,23456
-19432,23464
-19455,23468
-19481,23468
-19508,23463
-19533,23454
-19558,23439
-19585,23416
-19613,23382
-19655,23309
-19686,23224
-19720,23032
-19720,22899
-19702,22797
-19661,22683
-19594,22567
-19479,22430
-19446,22402
-19411,22382
-19379,22382
-19347,22388
-19316,22399
-19256,22434
-19222,22462
-19188,22503
-19124,22615
-19084,22726
-19064,22840
-19064,22958
-19085,23080
-19105,23134
-19126,23171
-19150,23199
-19178,23222
-19210,23240
-19239,23250
-19272,23256
-19307,23256
-19342,23250
-19444,23213
-19518,23171
-19574,23124
-19620,23069
-19674,22975
-19720,22849
-19739,22741
-19739,22650
-19725,22569
-19688,22467
-19620,22349
-19492,22197
-19346,22075
-19171,22075
-19077,22092
-19022,22112
-18983,22134
-18956,22157
-18940,22176
-18924,22203
-18905,22254
-18873,22435
-18873,22569
-18897,22705
-18947,22842
-18990,22916
-19033,22968
-19079,23007
-19127,23034
-19174,23051
-19220,23059
-19340,23059
-19520,23027
-19616,22992
-19680,22955
-19726,22916
-19774,22858
-19828,22764
-19882,22616
-19912,22447
-19912,22361
-19897,22276
-19877,22220
-19849,22172
-19799,22112
-19728,22052
-19604,21980
-19439,21920
-19286,21920
-19128,21948
-19051,21976
-19003,22004
-18968,22033
-18943,22063
-18924,22095
-18900,22161
-18894,22193
-18894,22223
-18919,22365
-18973,22512
-19060,22662
-19124,22739
-19184,22789
-19250,22827
-19316,22851
-19421,22869
-19562,22869
-19699,22845
-19779,22816
-19846,22777
-19915,22719
-19987,22633
-20059,22508
-20085,22437
-20096,22373
-20096,22332
-20089,22293
-20069,22238
-20037,22183
-19990,22127
-19903,22054
-19768,21976
-19650,21976
-19533,21997
-19413,22041
-19357,22073
-19319,22105
-19291,22138
-19271,22173
-19259,22207
-19254,22238
-19254,22273
-19260,22309
-19273,22343
-19300,22389
-19331,22426
-19431,22510
-19527,22566
-19631,22604
-19770,22629
-19890,22629
-20001,22609
-20117,22567
-20240,22496
-20374,22384
-20394,22360
-20408,22335
-20421,22298
-20427,22263
-20427,22231
-20421,22197
-20407,22159
-20386,22123
-20355,22086
-20309,22048
-20227,22001
-20116,21961
-20034,21961
-19954,21975
-19851,22012
-19773,22057
-19733,22091
-19707,22122
-19688,22156
-19675,22193
-19669,22228
-19669,22264
-19675,22299
-19687,22333
-19708,22370
-19737,22404
-19781,22441
-19844,22477
-19981,22527
-20121,22552
-20259,22552
-20407,22526
-20456,22508
-20505,22480
-20535,22455
-20560,22425
-20577,22396
-20588,22365
-20593,22338
-20593,22304
-20587,22272
-20575,22239
-20554,22202
-20522,22164
-20472,22122
-20397,22079
-20321,22051
-20266,22051
-20213,22060
-20155,22081
-20092,22117
-20037,22163
-19985,22225
-19927,22326
-19916,22356
-19910,22388
-19910,22419
-19916,22451
-19928,22484
-19947,22518
-19975,22552
-20017,22587
-20078,22622
-20180,22659
-20346,22688
-20517,22688
-20594,22674
-20654,22652
-20694,22629
-20724,22604
-20746,22577
-20762,22550
-20773,22520
-20779,22487
-20779,22454
-20773,22421
-20761,22389
-20740,22352
-20708,22314
-20660,22274
-20609,22245
-20562,22228
-20523,22228
-20484,22235
-20445,22249
-20386,22283
-20344,22318
-20307,22362
-20256,22450
-20205,22590
-20179,22735
-20179,22881
-20184,22909
-20193,22935
-20210,22964
-20234,22992
-20271,23023
-20323,23053
-20410,23085
-20592,23117
-20779,23117
-20873,23100
-20942,23075
-20987,23049
-21023,23019
-21051,22986
-21070,22952
-21083,22917
-21089,22881
-21089,22844
-21082,22805
-21068,22766
-21042,22721
-21012,22685
-20979,22657
-20948,22639
-20911,22625
-20880,22625
-20849,22630
-20817,22641
-20771,22667
-20736,22696
-20706,22732
-20679,22778
-20644,22875
-20621,23005
-20621,23142
-20626,23173
-20635,23198
-20649,23222
-20671,23248
-20708,23279
-20768,23314
-20949,23380
-21134,23413
-21243,23413
-21327,23398
-21386,23377
-21435,23349
-21475,23316
-21503,23283
-21525,23245
-21540,23203
-21548,23159
-21548,23113
-21539,23061
-21524,23020
-21505,22988
-21482,22961
-21457,22940
-21433,22926
-21406,22926
-21331,22939
-21282,22957
-21253,22974
-21225,22998
-21200,23028
-21176,23069
-21145,23155
-21124,23275
-21124,23399
-21147,23530
-21171,23597
-21181,23615
