x,y
-21193,23629
-21211,23644
-21247,23665
-21328,23695
-21443,23715
-21523,23715
-21588,23703
-21645,23682
-21694,23653
-21735,23619
-21770,23578
-21796,23533
-21816,23478
-21825,23428
-21825,23389
-21819,23354
-21808,23324
-21795,23301
-21780,23283
-21753,23283
-21720,23289
-21694,23298
-21669,23312
-21642,23335
-21601,23384
-21569,23439
-21531,23544
-21514,23643
-21514,23753
-21533,23862
-21574,23975
-21601,24022
-21633,24060
-21665,24087
-21701,24108
-21818,24151
-21834,24154
-21849,24154
-21864,24151
-21970,24112
-22052,24065
-22115,24012
-22165,23953
-22202,23888
-22227,23820
-22240,23745
-22240,23677
-22231,23628
-22217,23590
-22201,23562
-22178,23535
-22136,23500
-22031,23440
-21996,23440
-21954,23447
-21893,23469
-21849,23494
-21809,23528
-21768,23577
-21722,23656
-21675,23784
-21661,23865
-21661,23949
-21675,24027
-21704,24107
-21751,24188
-21819,24269
-21939,24369
-21966,24385
-21993,24395
-22030,24401
-22059,24401
-22087,24396
-22118,24385
-22153,24365
-22180,24342
-22199,24320
-22211,24299
-22219,24276
-22236,24182
-22236,24084
-22219,23987
-22186,23896
-22154,23840
-22119,23798
-22068,23756
-22030,23734
-21994,23721
-21961,23715
-21891,23715
-21836,23725
-21782,23745
-21727,23777
-21660,23833
-21603,23901
-21568,23962
-21549,24015
-21538,24077
-21538,24133
-21548,24191
-21569,24249
-21604,24309
-21656,24371
-21725,24429
-21843,24497
-22024,24563
-22042,24566
-22055,24566
-22070,24563
-22087,24557
-22102,24548
-22122,24531
-22141,24508
-22163,24470
-22178,24428
-22186,24383
-22186,24259
-22163,24131
-22131,24043
-22090,23972
-22052,23927
-22011,23893
-21959,23863
-21882,23835
-21807,23835
-21729,23849
-21617,23890
-21536,23937
-21480,23984
-21442,24030
-21416,24074
-21400,24118
-21392,24163
-21392,24209
-21400,24254
-21416,24299
-21442,24345
-21479,24389
-21534,24435
-21627,24488
-21768,24539
-21909,24564
-22054,24564
-22096,24557
-22121,24548
-22142,24536
-22158,24522
-22170,24507
-22175,24498
-22178,24489
-22180,24475
-22180,24461
-22178,24451
-22173,24437
-22118,24342
-22057,24269
-21996,24217
-21928,24177
-21773,24121
-21665,24121
-21556,24140
-21445,24180
-21374,24221
-21329,24259
-21299,24295
-21276,24335
-21261,24376
-21254,24417
-21254,24458
-21261,24499
-21276,24540
-21299,24580
-21349,24640
-21409,24690
-21490,24737
-21624,24786
-21735,24806
-21847,24806
-21963,24786
-22008,24770
-22034,24755
-22054,24738
-22069,24720
-22078,24704
-22086,24683
-22090,24660
-22090,24643
-22087,24626
-22079,24605
-22066,24583
-22047,24561
-22021,24539
-21922,24482
-21743,24417
-21609,24417
-21504,24435
-21430,24462
-21376,24493
-21336,24527
-21308,24560
-21286,24598
-21273,24633
-21266,24675
-21266,24717
-21279,24790
-21302,24852
-21332,24904
-21378,24959
-21449,25018
-21594,25102
-21740,25155
-21829,25171
-21920,25171
-22013,25155
-22111,25119
-22139,25103
-22164,25082
-22186,25056
-22199,25033
-22207,25012
-22211,24992
-22211,24971
-22208,24951
-22200,24929
-22186,24904
-22165,24879
-22139,24858
-22093,24832
-21913,24767
-21752,24767
-21637,24787
-21564,24814
-21507,24847
-21463,24884
-21433,24920
-21409,24961
-21373,25059
-21361,25127
-21361,25183
-21370,25234
-21389,25287
-21419,25339
-21468,25397
-21544,25461
-21695,25548
-21818,25593
-21879,25604
-21942,25604
-22009,25592
-22077,25567
-22152,25523
-22231,25456
-22329,25339
-22339,25321
-22345,25303
-22349,25280
-22349,25249
-22344,25220
-22334,25193
-22316,25162
-22281,25121
-22216,25066
-22042,25066
-21864,25097
-21731,25145
-21645,25194
-21585,25244
-21541,25296
-21509,25352
-21459,25488
-21447,25557
-21447,25612
-21457,25666
-21478,25723
-21510,25779
-21558,25836
-21625,25892
-21740,25958
-21926,26026
-21972,26034
-22017,26034
-22067,26025
-22116,26007
-22162,25980
-22210,25940
-22261,25879
-22329,25761
-22382,25616
-22408,25471
-22408,25430
-22403,25403
-22395,25380
-22386,25364
-22372,25347
-22345,25324
-22284,25289
-22206,25289
-22026,25321
-21879,25375
-21775,25435
-21704,25495
-21654,25554
-21617,25618
-21565,25761
-21553,25831
-21553,25897
-21564,25957
-21587,26021
-21625,26087
-21680,26152
-21760,26219
-21896,26297
-21938,26312
-21982,26320
-22025,26320
-22070,26312
-22110,26297
-22150,26274
-22194,26237
-22239,26183
-22301,26075
-22349,25942
-22376,25786
-22376,25734
-22369,25693
-22359,25664
-22346,25641
-22331,25623
-22315,25609
-22297,25599
-22271,25599
-22241,25604
-22212,25615
-22183,25632
-22092,25708
-22029,25783
-21982,25865
-21924,26023
-21910,26105
-21910,26184
-21924,26266
-21954,26348
-22002,26431
-22074,26516
-22106,26543
-22140,26563
-22176,26576
-22211,26582
-22244,26582
-22280,26576
-22315,26563
-22354,26540
-22394,26507
-22473,26413
-22527,26319
-22562,26223
-22587,26083
-22587,25967
-22565,25842
-22552,25806
-22535,25777
-22513,25751
-22490,25731
-22469,25719
-22437,25719
-22410,25724
-22336,25751
-22305,25769
-22274,25795
-22244,25831
-22183,25936
-22144,26043
-22125,26149
-22125,26260
-22146,26377
-22168,26437
-22193,26480
-22219,26511
-22247,26534
-22274,26550
-22308,26562
-22344,26568
-22381,26568
-22417,26562
-22532,26520
-22615,26472
-22682,26415
-22735,26352
-22793,26252
-22835,26137
-22855,26021
-22855,25933
-22836,25826
-22797,25718
-22721,25586
-22596,25438
-22572,25418
-22387,25418
-22200,25451
-22112,25483
-22056,25516
-22007,25557
-21978,25592
-21947,25646
-21917,25727
-21888,25889
-21888,26037
-21915,26188
-21946,26272
-21978,26328
-22014,26371
-22047,26398
-22086,26421
-22148,26444
-22257,26463
-22376,26463
-22436,26452
-22487,26433
-22520,26414
-22561,26379
-22611,26320
-22672,26215
-22700,26139
-22714,26060
-22714,25994
-22704,25939
-22684,25884
-22637,25802
-22516,25658
-22467,25658
-22280,25691
-22163,25734
-22079,25783
-22017,25835
-21969,25892
-21922,25974
-21860,26143
-21828,26323
-21828,26408
-21840,26474
-21863,26537
-21903,26607
-21978,26697
-22066,26771
-22096,26789
-22130,26801
-22166,26807
-22203,26807
-22243,26800
-22289,26783
-22341,26753
-22403,26701
-22479,26611
-22512,26554
-22531,26501
-22540,26450
-22540,26395
-22531,26346
-22514,26300
-22492,26261
